row_in_split,rho,kappa,gamma,bar_v,v0,moneyness,tau,r,IV,iv_true,iv_pred,residual,abs_error,sq_error,is_outlier,is_outlier_hard,is_outlier_q,is_floor_iv,is_region_tau_lt_0_25_m_lt_0_8,delta,abs_delta,abs_gamma,vega,abs_vega,theta,abs_theta,abs_rho,dominant_greek,vega_feature,abs_theta_norm_refq,abs_vega_norm_refq,abs_delta_norm_refq,abs_rho_norm_refq,sensitivity_score,sensitivity_driver,high_sensitivity,is_negative_iv_pred,is_short_low_m_region,outlier_type,mse_contribution,mse_share_global_pct,mse_share_outliers_pct,sq_error_rank,split
52545,0.9437571267013397,2.8060857943434514,0.0,0.3626636423704523,0.11810629851336457,0.634956137177988,0.07257844312034235,0.009287054199095597,0.3650202773260635,0.3650202773260635,0.08038172125816345,-0.28463855606790006,0.28463855606790006,0.08101910760041908,True,True,True,False,True,5.6167703699198,5.6167703699198,0.0,9.165138081097473,9.165138081097473,-13.481626069851872,13.481626069851872,0.9437571267013397,theta,v0,108.86093100313998,9.463988916990248,42.82634662529892,5.904033373073839,108.86093100313998,theta,True,False,True,short_low_m_high_sensitivity,8.101910760041908e-07,17.42836185838326,18.785883601525068,1,val
68921,-2.5625371400042263,2.1228239635355397,0.0,0.289701097423766,0.0766430595425483,0.6268047084042067,0.1128799621832306,0.04533531881855099,0.29091625141100996,0.29091625141100996,0.14895091950893402,-0.14196533190207594,0.14196533190207594,0.020154155462066583,True,True,True,False,True,15.96605434047352,15.96605434047352,0.0,31.83209203485587,31.83209203485587,-30.031808672666703,30.031808672666703,2.5625371400042263,vega,v0,242.49972776841685,32.8700520992495,121.73682247815313,16.030930380580788,242.49972776841685,theta,True,False,True,short_low_m_high_sensitivity,2.0154155462066582e-07,4.3354453627824325,4.673139828504666,10,val
97988,1.3943630477939422,0.7659556887811609,0.0,0.171735927315683,0.19236111244110748,0.6082383345872449,0.07624139286912832,0.021219848452530575,1e-06,1e-06,0.062058962881565094,0.06205796288156509,0.06205796288156509,0.003851190757009711,True,True,True,True,True,10.841844086794342,10.841844086794342,0.0,9.532812687689132,9.532812687689132,-10.917799664382906,10.917799664382906,1.3943630477939422,theta,v0,88.1586412360383,9.843652416989098,82.66611279056646,8.722970916395093,88.1586412360383,theta,True,False,True,floor_iv_mismatch,3.851190757009711e-08,0.8284458825423919,0.8929747985533157,12,val
484,-2.183813205498154,2.7382407113684755,0.0,0.45689089074030176,0.07142249038087556,0.794342503211362,0.054741296257771514,0.04483550277507065,0.23792151160633845,0.23792151160633845,0.02817268669605255,-0.2097488249102859,0.2097488249102859,0.04399456955124577,True,True,True,False,True,6.169395140782465,6.169395140782465,0.0,8.779385574737583,8.779385574737583,-16.44100004764839,16.44100004764839,2.183813205498154,theta,v0,138.70766147390194,9.264217359453157,46.2951692822645,12.046585358208262,138.70766147390194,theta,True,False,True,short_low_m_high_sensitivity,4.399456955124577e-07,4.794906676085254,4.9966010198580415,9,test
1241,-0.502126748271558,2.205355336599657,0.0,0.3854204884926262,0.21861029902218138,0.624224858352724,0.05203975078897949,0.03284745981508376,0.4380085863518975,0.4380085863518975,0.38720428943634033,-0.05080429691555716,0.05080429691555716,0.0025810765850840904,True,True,True,False,True,10.529401082299133,10.529401082299133,0.0,9.361442707937686,9.361442707937686,-16.05736579350681,16.05736579350681,0.502126748271558,theta,v0,135.4710572467233,9.878417949196262,79.01267375849632,2.769885592075192,135.4710572467233,theta,True,False,True,short_low_m_high_sensitivity,2.5810765850840903e-08,0.28130793130936743,0.29314094964244725,23,test
10670,4.6729388958889375,1.0389809516172117,0.0,0.07637608023755782,0.07314380546584921,0.6518942678017065,0.13450592003616624,0.02750508357274527,1e-06,1e-06,0.050196826457977295,0.050195826457977294,0.050195826457977294,0.0025196209937993733,True,True,True,True,True,5.6634752598359634,5.6634752598359634,0.0,7.339846778760711,7.339846778760711,-4.097478076569103,4.097478076569103,4.6729388958889375,vega,v0,34.5691624776058,7.745181637674432,42.498744187549164,25.777368293812685,42.498744187549164,delta,True,False,True,floor_iv_mismatch,2.5196209937993734e-08,0.2746099722671585,0.2861612457103173,24,test
11614,-4.910885259541035,0.9423834018398374,0.0,0.3937954833580984,0.05177480978591765,0.6092332997820229,0.14656118993214828,0.015527596751081308,1e-06,1e-06,0.05153707414865494,0.05153607414865494,0.05153607414865494,0.0026559669386556598,True,True,True,True,True,8.852574658054117,8.852574658054117,0.0,13.083401835627846,13.083401835627846,-3.9853239193748093,3.9853239193748093,4.910885259541035,vega,v0,33.62295234294785,13.805918122003396,66.42976062099358,27.089953625375596,66.42976062099358,delta,True,False,True,floor_iv_mismatch,2.65596693865566e-08,0.28947012632519603,0.3016464815944615,22,test
13499,0.48022886506761936,0.6896495149163988,0.0,0.3685096515289336,0.15024405530466314,0.617361005262372,0.05323126035663782,0.020692696081952608,1e-06,1e-06,0.2321731448173523,0.2321721448173523,0.2321721448173523,0.053903904829089605,True,True,True,True,True,9.583813398547596,9.583813398547596,0.0,35.91421280848524,35.91421280848524,-38.06298244879123,38.06298244879123,0.48022886506761936,theta,v0,321.1256778111358,37.89753518843588,71.9169794656925,2.6490901327766725,321.1256778111358,theta,True,False,True,floor_iv_mismatch,5.39039048290896e-07,5.874911284925779,6.1220352555019675,7,test
14401,-2.8334808650768215,0.9014490675615116,0.0,0.3945769207953676,0.0539075580627613,0.6617032512134938,0.19504031552954387,0.041611367965779356,0.20891979862368518,0.20891979862368518,0.0147341787815094,-0.19418561984217578,0.19418561984217578,0.037708054953490014,True,True,True,False,True,10.17390915360641,10.17390915360641,0.0,15.666539256465,15.666539256465,-8.989385564397987,8.989385564397987,2.8334808650768215,vega,v0,75.84068159547536,16.531706428286768,76.34506070377132,15.63035199899865,76.34506070377132,delta,True,False,True,short_low_m_high_sensitivity,3.7708054953490016e-07,4.10974823217833,4.282621872638282,11,test
15300,-3.494552195165725,1.1141748188404803,0.0,0.40436615835113254,0.08256698664612072,0.7526319444966864,0.06511157790966805,0.0321597057769451,0.2447680420351246,0.2447680420351246,0.1534232795238495,-0.0913447625112751,0.0913447625112751,0.008343865638241249,True,True,True,False,True,15.616381001975885,15.616381001975885,0.0,30.157752118050123,30.157752118050123,-29.843918733839466,29.843918733839466,3.494552195165725,vega,v0,251.78396477044853,31.823180371307036,117.1853942834207,19.277024793965857,251.78396477044853,theta,True,False,True,short_low_m_high_sensitivity,8.343865638241249e-08,0.9093862597418781,0.947638946871209,17,test
16708,1.2269981817846518,1.8537514709378569,0.0,0.4659363137935506,0.06879822712552,0.6403824323492718,0.08445116627774585,0.015167896568960108,1e-06,1e-06,0.2743525207042694,0.27435152070426944,0.27435152070426944,0.07526875691274518,True,True,True,True,True,6.620682070534884,6.620682070534884,0.0,5.671074192414084,5.671074192414084,-16.68780171582638,16.68780171582638,1.2269981817846518,theta,v0,140.78985125199415,5.984252944908359,49.6816284619746,6.7684993817332435,140.78985125199415,theta,True,False,True,floor_iv_mismatch,7.526875691274518e-07,8.203436667363423,8.548508404329192,3,test
32479,3.764623524307208,0.29457970324759447,0.0,0.1229397698221828,0.06821348913220668,0.6732775164257783,0.1634455424739003,0.0162308416327934,0.25224500952111956,0.25224500952111956,0.14588533341884613,-0.10635967610227343,0.10635967610227343,0.011312380700580512,True,True,True,False,True,6.582849396160488,6.582849396160488,0.0,28.972358010480683,28.972358010480683,-11.371140652005131,11.371140652005131,3.764623524307208,vega,v0,95.93481683348413,30.57232419513704,49.39773190087002,20.766821316450702,95.93481683348413,theta,True,False,True,short_low_m_high_sensitivity,1.1312380700580513e-07,1.2329205694454974,1.2847824975240036,15,test
33003,-1.2860707424058022,1.4312287168815585,0.0,0.3891595173188351,0.07563335997772562,0.7361240029946546,0.0638828344529547,0.03054141725631553,0.2662190176149873,0.2662190176149873,0.20572298765182495,-0.060496029963162334,0.060496029963162334,0.003659769641303835,True,True,True,False,True,6.497816758566379,6.497816758566379,0.0,13.95427841214174,13.95427841214174,-17.594594574680272,17.594594574680272,1.2860707424058022,theta,v0,148.44018374565823,14.724887886960133,48.75964660043043,7.094361796182876,148.44018374565823,theta,True,False,True,short_low_m_high_sensitivity,3.659769641303835e-08,0.39887318059974036,0.41565149764413223,19,test
42974,-2.32257943214043,1.2379949806139168,0.0,0.34229966704166304,0.072889549462212,0.6632258289832036,0.17388281090899949,0.04573561926726994,0.2112338463204733,0.2112338463204733,0.12528830766677856,-0.08594553865369473,0.08594553865369473,0.007386635614473734,True,True,True,False,True,16.128939086487772,16.128939086487772,0.0,23.125314229063882,23.125314229063882,-18.534187233415935,18.534187233415935,2.32257943214043,vega,v0,156.3672380643468,24.402383936771834,121.03163248797532,12.812062547316717,156.3672380643468,theta,True,False,True,short_low_m_high_sensitivity,7.386635614473734e-08,0.8050590966776782,0.8389233357905213,18,test
50153,-7.758696004306289,1.8758026162542931,0.0,0.3026416723281544,0.13950623572057444,0.6596354878139843,0.051913672023304665,0.024682793548630316,1e-06,1e-06,0.11983370780944824,0.11983270780944824,0.11983270780944824,0.014359877860944597,True,True,True,True,True,26.857880583453895,26.857880583453895,0.0,26.281874735574615,26.281874735574615,-54.430259819155246,54.430259819155246,7.758696004306289,theta,v0,459.2113637279503,27.733261979618817,201.54165842847013,42.79935364844743,459.2113637279503,theta,True,False,True,floor_iv_mismatch,1.4359877860944598e-07,1.5650630276768414,1.6308962923584502,13,test
54952,2.548973669829029,1.706751371702146,0.0,0.1257867614237978,0.09164621776779269,0.635688116661109,0.08206965713279027,0.04674978447026215,1e-06,1e-06,0.27257445454597473,0.27257345454597476,0.27257345454597476,0.07429628812312657,True,True,True,True,True,5.4711313720574815,5.4711313720574815,0.0,12.590421013671167,12.590421013671167,-11.956211828314068,11.956211828314068,2.548973669829029,vega,v0,100.87088242720728,13.285712983526485,41.05539477615382,14.060922798759364,100.87088242720728,theta,True,False,True,floor_iv_mismatch,7.429628812312657e-07,8.097448652497283,8.438062078895127,4,test
58450,-0.018446808794859607,1.2302457057244744,0.0,0.3784382746997645,0.20051981432980748,0.6009001714906684,0.06439274519473934,0.04028005930990381,0.42282573645754157,0.42282573645754157,-0.0010504275560379028,-0.42387616401357947,0.42387616401357947,0.17967100241886694,True,True,True,False,True,0.03605711366716286,0.03605711366716286,0.0,0.022606908654015715,0.022606908654015715,-0.08372708433650375,0.08372708433650375,0.018446808794859607,theta,v0,0.7063796628360043,0.023855349991547016,0.2705727454570926,0.10175827134589191,0.7063796628360043,theta,False,True,True,negative_iv_prediction,1.7967100241886694e-06,19.582091557769544,20.40579833107167,1,test
59562,-1.5411068840743778,2.3216005186533426,0.0,0.32169343231598874,0.15301365740882894,0.6191374115613378,0.05418686479343186,0.0023349129262253345,1e-06,1e-06,0.1455155909061432,0.1455145909061432,0.1455145909061432,0.02117449616658221,True,True,True,True,True,11.085611458126042,11.085611458126042,0.0,11.555520611727795,11.555520611727795,-22.33651075821069,22.33651075821069,1.5411068840743778,theta,v0,188.44627235441249,12.19366136016725,83.18647895622806,8.501219599910534,188.44627235441249,theta,True,False,True,floor_iv_mismatch,2.1174496166582212e-07,2.307778756958237,2.4048538312822063,12,test
63457,-5.056900679226024,2.1290106730517424,0.0,0.18824425997017036,0.07211368249058563,0.7132476429463859,0.07910835222677218,0.04376119729296688,0.2681917659252255,0.2681917659252255,0.06256797909736633,-0.20562378682785915,0.20562378682785915,0.04228114170942886,True,True,True,False,True,12.267842431898972,12.267842431898972,0.0,8.883898744015859,8.883898744015859,-16.317939092034727,16.317939092034727,5.056900679226024,theta,v0,137.66943403503296,9.374502152036516,92.05794557695945,27.8954195930789,137.66943403503296,theta,True,False,True,short_low_m_high_sensitivity,4.2281141709428855e-07,4.608162569221146,4.802001654772695,10,test
66909,2.6525602096575285,0.7332486345717825,0.0,0.4554885288764245,0.11573392692764055,0.6359486896950893,0.07047132751884372,0.04610790174896216,1e-06,1e-06,0.053708575665950775,0.053707575665950774,0.053707575665950774,0.0028845036839138275,True,True,True,True,True,1.8328985238143294,1.8328985238143294,0.0,10.452515443820909,10.452515443820909,-7.6532056582109504,7.6532056582109504,2.6525602096575285,vega,v0,64.56774262835147,11.029743961039356,13.754078884698412,14.632338014522201,64.56774262835147,theta,True,False,True,floor_iv_mismatch,2.8845036839138275e-08,0.3143780269308096,0.3276021153483475,21,test
69134,-1.0948543279888943,1.128897080470788,0.0,0.4471317594924551,0.06472421965791143,0.6572348356186458,0.08109729619949067,0.04829168093711855,0.3041350411422873,0.3041350411422873,0.06610292196273804,-0.23803211917954925,0.23803211917954925,0.05665928976110714,True,True,True,False,True,21.16724332334377,21.16724332334377,0.0,39.91770605780717,39.91770605780717,-54.110780618338396,54.110780618338396,1.0948543279888943,theta,v0,456.5160159567425,42.122116891003415,158.83909046694598,6.039553238214499,456.5160159567425,theta,True,False,True,short_low_m_high_sensitivity,5.665928976110713e-07,6.175216839463054,6.434972949900445,6,test
69838,1.6388191369223795,2.9856598499796543,0.0,0.08205385367562723,0.10183269857274468,0.628558694737791,0.0866979773631887,0.03471213962137278,0.33336921292739546,0.33336921292739546,0.007987931370735168,-0.3253812815566603,0.3253812815566603,0.10587297838745464,True,True,True,False,True,4.251534264754489,4.251534264754489,0.0,9.696699597161464,9.696699597161464,-10.418880847959084,10.418880847959084,1.6388191369223795,theta,v0,87.90089370520607,10.232189026520889,31.903532518942143,9.040230441823532,87.90089370520607,theta,True,False,True,short_low_m_high_sensitivity,1.0587297838745465e-06,11.538948012565818,12.02432566523849,2,test
73111,-1.1676807756932268,2.665724306944895,0.0,0.34328141064814044,0.05616805409264925,0.6186201388732062,0.16001882714018223,0.02967986994716847,0.28906693475751816,0.28906693475751816,0.19111445546150208,-0.09795247929601608,0.09795247929601608,0.00959468820023646,True,True,True,False,True,7.801484915076258,7.801484915076258,0.0,9.9925499138153,9.9925499138153,-6.097010645878726,6.097010645878726,1.1676807756932268,vega,v0,51.43860386961595,10.54437734721964,58.542378394437044,6.441286324357829,58.542378394437044,delta,True,False,True,short_low_m_high_sensitivity,9.59468820023646e-08,1.0457116634061372,1.0896987818162187,16,test
76290,-0.004882185145793177,0.7092187695014043,0.0,0.20362734838696533,0.05265021323776006,0.6704791734485684,0.11800277040911476,0.004093599993542655,1e-06,1e-06,0.23978810012340546,0.23978710012340546,0.23978710012340546,0.057497853385592074,True,True,True,True,True,0.07049248520596008,0.07049248520596008,0.0,1.9174533408155725,1.9174533408155725,-0.17728005941237682,0.17728005941237682,0.004882185145793177,vega,v0,1.4956573441870642,2.023342564773508,0.5289759305842651,0.026931634970106273,2.023342564773508,vega,True,False,True,floor_iv_mismatch,5.749785338559207e-07,6.266610717443416,6.530211246446038,5,test
76830,0.06822359457318278,2.3376738423434245,0.0,0.16066916467954148,0.14057853444941948,0.6166422018355977,0.09264110759317784,0.011872815755069923,1e-06,1e-06,0.05593857914209366,0.05593757914209366,0.05593757914209366,0.003129012760277991,True,True,True,True,True,8.74077926064191,8.74077926064191,0.0,35.65433628333989,35.65433628333989,-8.891602618271273,8.891602618271273,0.06822359457318278,vega,v0,75.01571694916694,37.623307271792875,65.59084744878271,0.3763423324854215,75.01571694916694,theta,True,False,True,floor_iv_mismatch,3.1290127602779914e-08,0.3410267295907216,0.3553717767585506,20,test
79532,-1.1065137574046386,1.417757772070272,0.0,0.47951121060602275,0.09949801328187702,0.7492324843889788,0.05134437352968502,0.04772458793869972,0.3018120089607045,0.3018120089607045,0.18221025168895721,-0.11960175727174727,0.11960175727174727,0.01430458034248995,True,True,True,False,True,6.749172696904091,6.749172696904091,0.0,14.622726656164684,14.622726656164684,-18.889957171173098,18.889957171173098,1.1065137574046386,theta,v0,159.36875962301073,15.43025044034798,50.64582270844528,6.1038702371827,159.36875962301073,theta,True,False,True,short_low_m_high_sensitivity,1.4304580342489952e-07,1.5590362283897092,1.6246159800398068,14,test
96905,-0.5188247266251501,1.7887327471920167,0.0,0.018842098209273246,0.0711630963357972,0.6373233985630264,0.13826717152783743,0.026363461891299372,1e-06,1e-06,0.22232875227928162,0.22232775227928162,0.22232775227928162,0.04942962943355761,True,True,True,True,True,2.459998831684973,2.459998831684973,0.0,11.108115503471863,11.108115503471863,-1.5955506053867352,1.5955506053867352,0.5188247266251501,vega,v0,13.461169794724135,11.721548803391144,18.459842455898286,2.8619967767862375,18.459842455898286,delta,True,False,True,floor_iv_mismatch,4.942962943355761e-07,5.387266260016727,5.613877788967376,8,test
